height_cm,weight_kg,age,years_active,training_hours_per_week,civilian_casualties_past_year,power_level,public_approval_rating,super_strength,flight,energy_projection,telepathy,healing_factor,shape_shifting,invisibility,telekinesis,is_good,cluster,archetype
153.1,92.1,38,22,17.5,1,70.8,68.5,1,1,1,0,0,1,1,1,0,0,"Operative Hero (Rebel, Protector)"
161.6,65.4,55,23,14.7,2,68.1,62.0,1,0,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
159.9,87.1,40,8,45.8,2,66.8,81.2,0,0,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
164.6,87.6,36,2,23.9,6,87.2,89.6,1,0,1,0,0,1,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
179.3,95.9,32,18,41.4,1,72.3,34.5,0,0,0,1,1,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
184.7,121.4,60,19,28.5,3,80.7,53.1,0,0,0,0,0,0,0,1,0,0,"Operative Hero (Rebel, Protector)"
211.0,85.9,43,4,28.4,1,85.5,81.4,1,0,0,1,0,1,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
160.0,72.4,37,9,34.4,1,75.8,55.6,0,0,0,1,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
199.7,79.6,56,16,21.2,3,55.4,49.0,0,1,0,0,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
175.7,53.5,37,14,31.3,2,49.7,85.4,0,0,0,0,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
179.0,69.6,36,22,26.2,2,72.2,39.2,0,1,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
193.5,73.9,35,24,16.8,1,67.4,59.0,0,0,0,0,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
157.5,72.1,18,7,33.4,1,71.3,71.6,0,0,0,1,0,0,1,1,1,1,"Powerhouse Hero (Rebel, Protector)"
187.6,82.3,44,14,27.4,2,69.8,53.5,0,0,1,1,1,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
183.3,67.7,29,20,28.4,1,100.0,80.7,0,1,1,0,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
189.8,96.8,37,29,17.9,0,50.0,53.6,0,1,0,0,0,1,1,0,0,0,"Operative Hero (Rebel, Protector)"
185.8,80.0,22,13,45.9,7,40.2,93.2,0,1,0,0,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
229.1,79.9,39,19,38.8,1,75.0,62.5,1,0,1,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
167.2,75.1,45,27,39.6,3,64.4,78.4,0,0,0,0,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
169.4,82.3,37,6,26.9,1,74.7,79.9,0,1,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
167.5,92.4,35,20,12.7,1,78.8,52.4,0,1,0,0,1,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
168.9,67.0,34,22,49.5,1,89.3,23.9,0,1,1,0,1,1,0,1,0,0,"Operative Hero (Rebel, Protector)"
167.3,70.1,46,11,29.4,1,47.4,72.2,0,0,0,1,0,0,1,1,0,1,"Powerhouse Hero (Rebel, Protector)"
203.8,75.4,41,16,22.5,2,61.6,66.4,0,1,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
208.4,59.8,46,16,34.2,2,76.4,76.1,1,0,0,1,1,1,1,0,1,0,"Operative Hero (Rebel, Protector)"
168.6,67.7,31,9,41.7,1,81.6,60.5,0,0,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
163.4,72.9,52,29,29.8,0,100.0,56.4,0,0,0,1,1,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
189.4,93.1,67,28,42.8,1,84.3,100.0,0,0,0,0,1,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
169.0,83.9,46,18,40.8,0,69.1,35.6,0,1,0,1,0,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
192.7,82.9,39,13,19.2,0,56.6,79.7,0,1,0,1,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
184.1,92.8,42,10,23.3,5,61.5,53.5,0,1,0,0,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
150.0,77.9,34,1,39.6,2,61.1,58.3,1,0,1,0,1,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
211.0,85.9,42,17,2.9,2,79.8,58.7,0,0,1,1,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
215.9,78.5,35,6,28.5,1,73.9,48.9,1,1,0,1,1,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
167.7,84.0,40,11,15.7,5,50.1,76.4,0,0,0,1,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
172.2,71.3,56,25,25.2,2,63.5,92.8,0,1,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
185.7,45.0,27,1,27.0,3,83.2,74.4,0,0,0,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
186.7,78.0,36,26,26.4,1,75.3,67.1,0,0,1,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
193.2,101.3,30,19,24.5,6,78.5,45.3,1,0,0,0,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
220.2,93.9,27,17,19.0,3,75.7,75.3,0,1,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
176.5,94.5,22,5,52.9,4,94.4,100.0,0,0,1,0,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
164.0,98.5,47,23,48.7,0,73.5,57.4,1,0,1,0,0,1,1,0,1,0,"Operative Hero (Rebel, Protector)"
152.4,81.3,32,9,18.4,1,64.2,57.5,1,1,0,1,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
165.4,83.0,47,19,45.8,1,56.3,53.8,1,0,0,1,1,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
179.3,70.7,44,14,26.0,1,73.7,55.2,1,1,0,0,0,1,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
215.9,75.3,18,4,31.3,4,33.4,10.1,0,0,1,0,0,0,1,1,1,2,"Operative Hero (Disciplined, Ruthless)"
169.6,89.2,50,19,29.4,0,67.2,73.1,1,0,1,0,1,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
184.5,98.1,44,2,23.4,0,66.9,48.1,0,1,0,0,1,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
179.7,77.9,30,4,39.8,1,49.5,32.8,1,0,0,1,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
203.8,73.2,55,29,31.3,0,56.1,80.1,1,0,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
230.5,80.0,38,24,25.2,1,82.1,43.4,0,0,0,1,1,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
169.4,89.0,39,7,17.0,3,73.5,58.2,1,0,0,1,1,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
170.2,58.3,26,7,21.1,2,71.5,94.3,0,0,0,0,1,0,1,1,1,1,"Powerhouse Hero (Rebel, Protector)"
200.9,45.6,20,7,13.6,0,74.6,36.8,0,0,0,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
193.6,71.7,32,11,30.1,1,71.4,34.3,0,1,1,0,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
216.9,61.7,49,23,18.0,1,88.6,70.4,1,1,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
191.7,72.4,42,22,27.3,0,71.9,88.0,0,0,0,0,1,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
172.8,77.8,27,7,43.7,2,48.1,33.5,0,0,0,1,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
191.8,73.2,36,10,42.0,2,94.5,73.2,0,0,1,0,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
202.2,101.8,43,13,29.7,3,75.6,76.6,1,0,0,1,1,1,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
196.4,84.9,38,7,29.1,3,61.2,23.8,0,0,1,0,0,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
190.1,84.5,48,28,48.8,0,51.2,81.0,1,0,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
201.3,89.3,47,29,35.2,6,75.9,82.5,1,0,1,1,0,1,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
203.4,62.9,56,23,26.7,3,68.2,58.8,0,0,1,0,0,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
207.6,95.6,35,27,15.7,5,93.6,90.0,0,0,0,0,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
193.0,78.9,43,9,33.9,0,64.8,87.7,1,1,1,0,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
176.7,90.1,52,6,38.3,5,57.4,67.1,1,1,0,0,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
182.9,63.9,53,27,23.7,3,83.4,56.0,1,0,0,1,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
204.1,56.7,39,16,32.9,4,83.9,45.5,0,1,0,0,0,0,0,1,1,2,"Operative Hero (Disciplined, Ruthless)"
163.7,92.3,34,3,26.4,0,72.5,64.2,1,0,0,0,0,0,1,1,1,1,"Powerhouse Hero (Rebel, Protector)"
187.4,85.6,61,28,28.2,3,80.1,76.4,0,1,1,0,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
172.1,66.5,28,12,5.1,6,69.4,58.5,0,0,1,1,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
180.6,67.0,28,3,27.8,2,73.5,21.0,1,1,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
205.6,96.9,38,4,39.7,2,87.5,90.4,0,0,0,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
183.8,62.2,64,25,23.7,6,79.4,68.8,1,0,0,0,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
180.9,104.6,48,21,30.5,1,67.5,57.4,0,0,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
152.8,66.5,30,3,22.4,2,90.3,82.1,1,0,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
194.9,89.6,41,17,33.6,1,34.5,95.5,0,0,1,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
192.9,75.1,32,5,27.8,5,100.0,9.0,0,0,0,0,1,0,1,1,0,2,"Operative Hero (Disciplined, Ruthless)"
223.3,89.0,36,23,20.6,0,44.4,73.7,1,1,0,0,0,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
173.8,71.8,56,23,43.3,1,60.6,36.5,0,0,1,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
184.4,77.6,31,22,39.3,2,69.4,75.0,0,0,0,1,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
185.0,80.6,63,21,24.0,3,67.8,67.6,1,0,0,1,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
211.5,65.0,46,1,35.0,2,85.1,77.7,0,1,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
178.1,91.1,53,22,35.4,5,54.1,55.0,1,1,0,0,0,0,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
185.6,72.3,35,10,36.4,6,73.9,27.5,0,1,1,0,0,1,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
192.2,76.6,49,27,13.1,0,61.3,56.0,0,0,0,1,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
183.7,65.1,27,13,40.1,1,74.4,73.1,1,0,0,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
171.1,45.0,46,29,24.3,0,69.0,85.3,0,0,0,1,0,1,1,0,1,0,"Operative Hero (Rebel, Protector)"
183.9,77.1,43,4,26.4,1,71.4,41.6,0,0,0,0,1,0,1,1,1,1,"Powerhouse Hero (Rebel, Protector)"
201.5,116.2,51,5,56.4,2,61.8,85.5,0,0,1,0,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
159.5,91.8,28,9,33.0,5,62.3,52.0,1,0,1,1,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
182.7,79.7,32,7,26.1,4,74.3,72.2,0,0,1,1,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
166.0,76.1,38,13,7.9,0,84.2,54.8,0,0,0,1,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
203.9,80.3,34,23,43.9,0,61.0,68.6,0,0,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
150.0,88.2,42,2,16.5,2,57.0,82.8,0,1,0,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
168.8,62.3,33,11,20.0,2,79.2,40.5,0,0,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
187.5,96.7,40,15,26.7,1,69.5,51.4,0,1,0,0,1,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
211.3,90.7,43,27,44.2,5,82.5,68.7,0,0,0,0,0,0,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
178.7,90.8,44,29,37.7,5,56.4,100.0,0,0,1,0,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
168.9,86.6,45,22,28.4,1,43.3,47.7,0,0,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
217.6,80.3,38,16,33.1,4,62.0,100.0,0,1,0,0,0,0,0,1,1,2,"Operative Hero (Disciplined, Ruthless)"
151.0,90.1,33,0,24.0,1,58.5,100.0,0,0,0,1,0,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
150.0,88.9,38,22,31.4,3,68.8,63.1,1,1,0,1,1,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
188.8,74.7,43,9,30.7,1,60.4,59.0,0,0,0,0,1,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
170.0,71.4,67,24,39.7,0,81.1,51.2,0,0,0,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
159.6,81.5,47,22,39.7,5,65.7,63.6,0,1,0,0,0,0,0,1,0,2,"Operative Hero (Disciplined, Ruthless)"
194.2,103.2,50,9,34.9,1,72.3,36.9,0,0,0,1,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
184.9,61.4,29,20,26.4,3,72.4,63.5,1,1,1,0,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
168.7,58.0,48,23,37.4,1,72.9,94.9,1,0,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
154.4,82.5,26,1,29.1,0,69.6,52.8,0,0,0,1,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
197.4,80.8,21,8,19.2,0,77.7,60.2,0,1,0,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
193.0,82.6,39,21,26.0,1,58.1,31.0,0,1,0,0,1,0,1,1,0,0,"Operative Hero (Rebel, Protector)"
178.0,83.7,53,12,30.8,2,91.0,72.5,0,0,1,1,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
216.9,76.7,57,24,39.1,1,66.5,70.3,1,1,0,0,1,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
158.6,102.3,47,15,28.2,2,50.3,66.3,0,0,0,0,0,1,1,0,1,0,"Operative Hero (Rebel, Protector)"
150.0,56.0,29,17,17.9,2,72.8,60.7,0,1,1,1,0,1,1,1,1,0,"Operative Hero (Rebel, Protector)"
166.2,67.6,45,18,30.6,2,57.2,59.1,0,0,0,0,0,0,1,1,0,0,"Operative Hero (Rebel, Protector)"
179.1,78.5,42,11,31.1,1,80.0,75.0,1,0,0,1,1,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
184.9,55.4,41,7,31.9,5,100.0,64.4,0,0,0,1,0,0,0,1,1,2,"Operative Hero (Disciplined, Ruthless)"
175.2,77.4,25,16,39.2,1,58.2,71.3,1,0,0,1,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
187.0,104.9,31,14,40.2,1,75.0,69.3,0,0,1,0,1,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
155.0,80.3,41,9,24.1,0,43.7,87.5,0,0,0,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
208.9,83.5,52,14,23.8,1,76.8,78.5,1,0,0,0,1,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
178.4,61.1,20,14,19.6,0,56.7,68.9,0,1,0,1,0,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
202.3,70.8,45,22,37.0,2,60.6,95.4,0,0,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
186.9,74.4,40,6,44.5,1,53.5,73.4,0,0,0,0,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
189.1,75.2,48,12,26.8,1,81.0,91.1,0,0,0,0,1,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
191.4,99.2,46,16,27.6,3,85.1,77.1,0,1,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
189.0,88.4,43,8,44.7,1,70.4,28.2,1,0,0,1,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
192.9,63.3,28,7,35.1,1,57.0,91.1,0,0,1,1,0,1,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
206.6,83.7,29,19,34.4,0,93.8,67.7,1,0,0,1,1,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
183.9,87.5,43,25,18.1,3,58.7,64.0,0,0,0,1,0,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
194.2,97.1,57,26,36.8,0,37.6,70.6,0,0,0,1,0,1,1,1,1,0,"Operative Hero (Rebel, Protector)"
178.2,103.7,61,20,20.7,1,76.9,58.1,0,0,1,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
208.8,64.8,48,17,18.7,1,53.4,69.5,1,0,1,0,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
166.5,67.8,44,12,26.5,2,84.8,53.2,1,0,1,0,0,1,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
216.0,61.1,46,15,24.1,2,64.3,90.5,1,0,0,1,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
179.2,76.5,35,8,27.8,3,79.1,62.7,0,0,1,0,1,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
151.4,87.0,40,11,15.6,0,91.0,57.3,0,0,0,0,1,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
182.6,94.8,58,11,39.6,1,51.9,46.5,0,1,0,0,0,1,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
166.4,78.9,28,5,41.3,1,61.5,70.4,1,1,0,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
196.8,75.2,61,18,10.5,0,68.9,68.7,0,0,1,0,0,0,1,1,0,0,"Operative Hero (Rebel, Protector)"
166.9,82.3,46,27,39.8,1,93.1,72.8,0,0,1,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
171.1,67.5,49,6,21.9,1,60.1,44.5,0,0,1,0,0,1,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
150.0,111.3,33,24,38.6,1,61.1,33.0,0,0,1,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
171.0,55.9,40,2,29.3,2,77.2,77.5,0,0,0,0,1,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
150.0,82.8,35,15,30.3,1,61.3,94.7,1,0,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
150.0,110.4,28,17,28.1,3,72.3,44.5,0,1,0,0,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
195.2,80.1,50,15,42.1,1,46.7,96.8,1,1,1,0,0,1,1,0,1,0,"Operative Hero (Rebel, Protector)"
195.7,77.1,56,22,17.6,1,100.0,70.7,1,0,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
188.5,74.6,27,6,36.1,2,49.8,64.9,0,0,1,0,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
160.7,77.3,21,3,41.0,0,65.2,57.0,0,1,0,0,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
179.0,100.6,48,26,37.2,0,69.5,37.3,0,1,0,1,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
179.9,46.8,49,24,53.2,1,98.7,84.8,1,1,0,1,1,1,1,1,0,0,"Operative Hero (Rebel, Protector)"
156.8,103.0,54,29,24.7,6,50.1,49.5,0,0,0,0,0,0,0,1,0,2,"Operative Hero (Disciplined, Ruthless)"
210.1,58.6,45,7,39.6,3,99.8,49.4,0,0,1,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
197.5,76.0,42,12,28.9,0,81.4,84.8,0,0,0,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
175.6,73.6,57,12,42.3,4,76.3,27.3,0,0,0,1,0,0,0,1,0,2,"Operative Hero (Disciplined, Ruthless)"
180.5,88.8,44,16,29.9,3,55.2,34.5,0,0,0,1,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
184.2,56.0,39,16,26.1,2,78.6,64.6,0,0,0,0,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
150.0,86.9,21,4,43.1,3,59.1,70.9,1,1,0,0,0,1,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
175.1,110.4,36,5,25.1,1,89.0,74.7,1,1,0,1,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
166.4,59.6,39,18,15.9,1,55.4,59.0,0,0,1,1,0,0,0,1,0,0,"Operative Hero (Rebel, Protector)"
160.0,82.8,50,12,24.8,1,68.3,100.0,0,1,0,0,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
174.4,70.1,52,24,36.2,2,61.7,60.4,1,0,0,1,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
216.0,86.4,37,27,43.9,2,55.2,60.4,0,1,0,0,1,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
192.8,80.3,49,25,31.1,2,81.1,49.1,1,0,0,0,1,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
168.6,70.4,49,13,43.2,6,78.0,67.5,0,0,0,1,0,1,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
191.5,87.3,62,21,16.4,5,88.1,77.3,0,0,0,0,1,0,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
208.0,107.1,46,3,25.6,4,43.3,89.1,0,0,0,1,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
198.5,77.1,57,27,27.1,3,86.0,35.2,0,0,0,0,1,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
181.2,90.8,35,6,28.9,6,100.0,60.1,1,0,0,0,1,1,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
167.1,60.6,42,7,30.8,0,63.2,73.9,0,1,1,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
194.0,65.7,60,24,36.9,1,98.4,76.7,0,0,1,0,0,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
187.9,87.1,29,12,25.6,1,66.1,65.1,0,0,0,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
197.9,102.3,43,26,31.4,4,49.4,75.8,1,0,0,1,1,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
192.7,85.3,28,5,29.5,1,65.4,48.8,0,0,0,0,1,0,1,1,1,1,"Powerhouse Hero (Rebel, Protector)"
201.0,75.3,40,5,20.7,3,85.7,96.2,1,0,0,1,0,1,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
169.3,80.0,60,23,28.9,0,57.4,84.9,0,1,1,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
206.3,61.2,45,27,28.6,1,61.0,38.1,0,0,1,1,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
184.0,89.1,20,20,28.3,3,78.9,43.5,1,0,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
221.5,93.2,47,29,30.3,0,70.0,44.1,0,1,0,0,0,1,1,0,1,0,"Operative Hero (Rebel, Protector)"
166.2,73.2,45,2,30.8,1,78.8,78.6,0,0,0,0,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
214.7,72.9,54,27,25.7,1,73.6,39.3,0,0,0,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
184.0,84.0,40,2,42.7,1,77.2,58.4,0,1,1,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
167.0,73.4,40,12,18.3,2,63.5,74.1,0,0,0,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
170.3,79.0,33,21,22.8,1,73.5,63.7,0,0,0,1,0,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
173.6,111.5,45,1,57.8,2,56.1,70.2,0,1,0,1,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
188.5,76.3,32,15,19.6,0,89.3,43.7,0,0,0,1,0,1,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
190.5,74.6,68,21,16.5,3,60.5,76.9,0,0,0,0,1,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
168.5,70.3,54,28,37.3,1,86.9,52.7,0,1,0,1,0,1,1,1,0,0,"Operative Hero (Rebel, Protector)"
179.5,91.2,30,5,9.2,2,66.5,58.5,1,0,0,1,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
222.8,77.3,32,7,27.6,3,73.0,69.8,1,0,1,0,1,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
214.6,70.3,45,22,51.5,0,62.6,67.1,0,1,1,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
188.7,99.8,42,7,14.6,4,54.8,65.5,0,1,0,0,1,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
180.8,101.3,60,29,10.2,2,43.8,50.0,1,0,1,0,0,1,0,1,0,0,"Operative Hero (Rebel, Protector)"
182.4,71.0,47,24,15.0,1,54.2,59.0,0,0,0,0,1,0,0,1,0,0,"Operative Hero (Rebel, Protector)"
192.3,52.0,31,5,39.0,0,65.1,65.0,0,1,1,0,0,1,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
159.5,95.1,56,13,41.2,6,73.2,37.5,1,1,1,1,1,0,1,1,0,2,"Operative Hero (Disciplined, Ruthless)"
174.9,69.7,36,2,24.9,3,85.2,55.7,0,0,0,0,1,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
150.0,91.9,47,9,36.8,0,63.3,72.8,0,0,1,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
188.0,50.4,32,2,43.9,1,56.8,39.5,1,0,0,1,0,0,1,1,0,1,"Powerhouse Hero (Rebel, Protector)"
192.9,93.4,54,26,47.9,3,48.4,88.1,0,1,0,1,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
170.3,61.8,43,11,27.5,2,77.2,90.4,0,1,0,1,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
211.5,91.0,24,16,7.0,3,90.7,40.1,0,1,1,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
155.5,80.2,67,26,21.8,1,89.0,92.2,0,1,1,0,1,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
150.7,65.7,60,28,25.7,3,80.6,62.1,1,0,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
